branch_id,day,metric,p10,p50,p90,mean,standard_deviation
mobility_support,30,policy_cost_100m_cny,5.600000000000002,5.600000000000002,5.600000000000002,5.600000000000002,0.0
integrated_response,0,life_satisfaction,0.5120398756811032,0.5120398756811032,0.5120398756811032,0.5120398756811032,0.0
integrated_response,0,government_trust,0.6667855803695066,0.6667855803695066,0.6667855803695066,0.6667855803695066,0.0
integrated_response,0,economic_confidence,0.5762047134167616,0.5762272416775813,0.5762497699384009,0.5762272416775813,2.8160326024539994e-05
integrated_response,0,consumption_index,0.6664444013547111,0.6664484626414884,0.6664525239282658,0.6664484626414884,5.076608471654698e-06
integrated_response,0,employment_rate,0.5857542141947042,0.5857542141947042,0.5857542141947042,0.5857542141947042,0.0
integrated_response,0,congestion_index,0.8,0.8,0.8,0.8,0.0
integrated_response,0,health_system_load,0.65,0.65,0.65,0.65,0.0
integrated_response,0,rumor_belief,0.13990429895348483,0.14117818715559785,0.14245207535771087,0.14117818715559785,0.0015923602526412839
integrated_response,0,stress,0.38399102950616326,0.3840556518527116,0.38412027419926004,0.3840556518527116,8.077793318547744e-05
integrated_response,0,commute_minutes,23.512001402248313,23.512001402248313,23.512001402248313,23.512001402248313,0.0
integrated_response,0,policy_cost_100m_cny,0.0,0.0,0.0,0.0,0.0
integrated_response,1,life_satisfaction,0.4883482136437523,0.4883494889313592,0.48835076421896606,0.4883494889313592,1.5941095085902912e-06
integrated_response,1,government_trust,0.655642269884063,0.6556687626067027,0.6556952553293424,0.6556687626067027,3.3115903299574256e-05
integrated_response,1,economic_confidence,0.5575200205224269,0.5575415437705527,0.5575630670186785,0.5575415437705527,2.6904060157317833e-05
integrated_response,1,consumption_index,0.5970937427497294,0.5970952759291737,0.5970968091086178,0.5970952759291737,1.916474305307947e-06
integrated_response,1,employment_rate,0.5857104147578355,0.5857594098770903,0.5858084049963451,0.5857594098770903,6.124389906858596e-05
integrated_response,1,congestion_index,0.3453590157854892,0.3453802076421508,0.3454013994988125,0.3453802076421508,2.6489820827008126e-05
integrated_response,1,health_system_load,0.1330910342597297,0.1330910342597297,0.1330910342597297,0.1330910342597297,0.0
integrated_response,1,rumor_belief,0.11095788088871601,0.112007258635202,0.11305663638168797,0.112007258635202,0.0013117221831074818
integrated_response,1,stress,0.40084188747653987,0.4008500417406249,0.40085819600470984,0.4008500417406249,1.0192830106253714e-05
integrated_response,1,commute_minutes,21.72716446099682,21.72731217178112,21.727459882565416,21.72731217178112,0.00018463848036986974
integrated_response,1,policy_cost_100m_cny,0.0,0.0,0.0,0.0,0.0
integrated_response,2,life_satisfaction,0.4643875538758702,0.46439255419994496,0.46439755452401976,0.46439255419994496,6.250405093471967e-06
integrated_response,2,government_trust,0.6455390270031522,0.6455856341756672,0.6456322413481821,0.6455856341756672,5.825896564370936e-05
integrated_response,2,economic_confidence,0.5398633322459893,0.5398838580777863,0.5399043839095833,0.5398838580777863,2.5657289746239265e-05
integrated_response,2,consumption_index,0.5360759359425655,0.5360788467734083,0.5360817576042511,0.5360788467734083,3.6385385535631087e-06
integrated_response,2,employment_rate,0.5856956628707265,0.5857402520450218,0.5857848412193171,0.5857402520450218,5.5736467869160755e-05
integrated_response,2,congestion_index,0.3453576107191978,0.34538001722965794,0.34540242374011804,0.34538001722965794,2.800813807515845e-05
integrated_response,2,health_system_load,0.1330910342597297,0.1330910342597297,0.1330910342597297,0.1330910342597297,0.0
integrated_response,2,rumor_belief,0.08800605073258955,0.08886435886267265,0.08972266699275575,0.08886435886267265,0.0010728851626038705
integrated_response,2,stress,0.4144411422595944,0.4144734899275664,0.41450583759553844,0.4144734899275664,4.043458496502672e-05
integrated_response,2,commute_minutes,21.727152241630538,21.727309874656186,21.72746750768183,21.727309874656186,0.00019704128205866311
integrated_response,2,policy_cost_100m_cny,0.0,0.0,0.0,0.0,0.0
integrated_response,3,life_satisfaction,0.4405516343670772,0.440561792129773,0.44057194989246873,0.440561792129773,1.2697203369715915e-05
integrated_response,3,government_trust,0.6363046968442769,0.6363661950289943,0.6364276932137116,0.6363661950289943,7.68727308966266e-05
integrated_response,3,economic_confidence,0.5231789269979492,0.5231984850482133,0.5232180430984774,0.5231984850482133,2.4447562830154368e-05
integrated_response,3,consumption_index,0.4823172305214159,0.4823254471302719,0.48233366373912795,0.4823254471302719,1.027076107001923e-05
integrated_response,3,employment_rate,0.5857084334105139,0.5857483481414381,0.5857882628723623,0.5857483481414381,4.9893413655188734e-05
integrated_response,3,congestion_index,0.34535826628607696,0.345379171235859,0.345400076185641,0.345379171235859,2.613118722755159e-05
integrated_response,3,health_system_load,0.1330910342597297,0.1330910342597297,0.1330910342597297,0.1330910342597297,0.0
integrated_response,3,rumor_belief,0.0698092068304519,0.07050731666845537,0.07120542650645885,0.07050731666845537,0.0008726372975043362
integrated_response,3,stress,0.4254832898212598,0.4255436252449097,0.42560396066855954,0.4255436252449097,7.541927956233874e-05
integrated_response,3,commute_minutes,21.727169067721782,21.727310513889186,21.727451960056587,21.727310513889186,0.0001768077092538789
integrated_response,3,policy_cost_100m_cny,0.0,0.0,0.0,0.0,0.0
integrated_response,4,life_satisfaction,0.41712379909780267,0.4171452784980985,0.41716675789839436,0.4171452784980985,2.6849250369831434e-05
integrated_response,4,government_trust,0.627746337393623,0.6278226324087679,0.6278989274239127,0.6278226324087679,9.536876893107005e-05
integrated_response,4,economic_confidence,0.5072189168858467,0.5073697565145421,0.5075205961432375,0.5073697565145421,0.00018854953586916468
integrated_response,4,consumption_index,0.4348607551453991,0.4348894152609293,0.43491807537645943,0.4348894152609293,3.5825144412693355e-05
integrated_response,4,employment_rate,0.5858244405212846,0.5858669639708419,0.5859094874203993,0.5858669639708419,5.3154311946745914e-05
integrated_response,4,congestion_index,0.3455802112922732,0.34558580324512544,0.3455913951979777,0.34558580324512544,6.989941065349559e-06
